아파트 이름,건축 연도,거래 연도,거래 월,거래 일,보증금(만원),월세(만원),전용 면적(㎡),층수,법정동명
경희궁자이(2단지),2017,2017,7,31,"40,000",85,84.99,14,교남동
경희궁자이(2단지),2017,2017,7,11,"79,500",0,101.898,7,교남동
현대뜨레비앙,2003,2017,7,19,"19,000",0,36.08,7,익선동
삼전솔하임4차,2014,2017,7,18,"10,500",0,15.09,12,숭인동
삼전솔하임4차,2014,2017,7,3,"1,000",53,15.09,13,숭인동
갑을아파트,1997,2017,7,15,500,30,30.46,6,평창동
경희궁파크팰리스,2003,2017,7,10,"68,000",0,103.77,11,내수동
종로센트레빌,2008,2017,7,24,"10,000",110,84.92,12,숭인동
창신쌍용2,1993,2017,8,26,"24,000",0,54.7,5,창신동
창신쌍용1,1992,2017,8,1,"33,000",0,79.87,3,창신동
경희궁자이(3단지),2017,2017,8,28,"30,000",140,84.944,16,교남동
경희궁자이(4단지),2017,2017,8,5,"40,000",0,45.879,7,교남동
경희궁자이(4단지),2017,2017,8,12,"41,000",0,45.879,10,교남동
경희궁자이(4단지),2017,2017,8,4,"41,000",0,45.879,10,교남동
현대뜨레비앙,2003,2017,8,7,"19,800",0,36.08,7,익선동
현대뜨레비앙,2003,2017,8,28,"23,000",0,46.64,2,익선동
두산,1999,2017,8,21,"3,000",130,59.95,18,창신동
두산,1999,2017,8,5,"30,000",30,59.95,22,창신동
종로센트레빌,2008,2017,9,7,"39,000",0,59.92,5,숭인동
경희궁자이(4단지),2017,2017,9,27,"7,000",90,37.2635,9,교남동
창신쌍용1,1992,2017,9,30,"10,000",60,54.7,9,창신동
종로센트레빌,2008,2017,9,26,"39,500",0,59.92,4,숭인동
광화문스페이스본(101동~105동),2008,2017,9,22,"69,000",0,94.51,6,사직동
종로중흥S클래스,2013,2017,9,13,"2,000",50,17.811,9,숭인동
경희궁자이(2단지),2017,2017,9,18,"40,000",100,84.614,7,교남동
아남1,1995,2017,9,27,"40,000",55,84.9,13,명륜2가
경희궁자이(4단지),2017,2017,9,23,"3,000",110,37.2635,9,교남동
현대뜨레비앙,2003,2017,9,7,"1,000",90,43.98,6,익선동
경희궁자이(4단지),2017,2017,10,28,"25,000",80,45.879,12,교남동
경희궁자이(4단지),2017,2017,10,21,"32,000",25,37.2635,11,교남동
갑을아파트,1997,2017,10,11,"14,000",0,30.46,8,평창동
갑을아파트,1997,2017,10,19,"22,000",0,64.88,5,평창동
광화문스페이스본(101동~105동),2008,2017,10,17,"55,000",0,94.51,6,사직동
명륜동주상복합아남아파트,1999,2017,10,28,"5,000",110,50.49,4,명륜2가
현대,2000,2017,10,28,"20,000",90,84.92,20,무악동
광화문스페이스본(101동~105동),2008,2017,10,17,"45,000",80,94.51,4,사직동
현대,2000,2017,10,21,"33,000",50,84.92,6,무악동
동대문상가,1968,2017,10,22,"6,500",0,48.99,5,창신동
롯데캐슬로잔,2009,2017,11,24,"105,000",0,219.775,2,평창동
광화문스페이스본(101동~105동),2008,2017,11,25,"40,000",100,94.51,8,사직동
세종,1983,2017,11,26,"45,000",0,105.64,6,당주동
경희궁자이(2단지),2017,2017,11,26,"66,000",0,59.895,7,교남동
경희궁자이(1단지),2017,2017,11,21,"10,707",30,39.0561,18,행촌동
경희궁자이(4단지),2017,2017,11,21,"20,000",70,37.2635,4,교남동
현대뜨레비앙,2003,2017,11,9,"21,000",0,48.54,5,익선동
아남1,1995,2017,11,11,"23,000",100,84.9,8,명륜2가
창신쌍용2,1993,2017,11,3,"26,000",0,54.7,12,창신동
현대,2000,2017,11,26,"50,000",40,114.9,16,무악동
경희궁자이(3단지),2017,2017,12,30,"67,000",0,59.755,4,교남동
경희궁자이(2단지),2017,2017,12,1,"10,000",210,84.614,21,교남동
포레스트힐시티,2017,2017,12,27,"1,000",65,16.672,11,효제동
이화에수풀,2014,2017,12,22,"1,000",70,16.98,13,연건동
종로센트레빌,2008,2017,12,21,"38,500",0,59.92,4,숭인동
종로센트레빌,2008,2017,12,6,"46,000",0,84.92,1,숭인동
COZY빌딩,2013,2017,12,15,"8,000",0,15.306,10,숭인동
동대문,1966,2017,12,9,500,42,28.8,4,창신동
종로센트레빌,2008,2017,12,9,"23,000",0,84.92,5,숭인동
종로아인스빌,2013,2017,12,7,500,58,12.15,13,숭인동
창신쌍용1,1992,2018,2,5,"32,000",0,79.87,2,창신동
종로센트레빌,2008,2018,2,19,"40,000",0,59.92,5,숭인동
종로청계힐스테이트,2009,2018,2,27,"40,000",0,59.9426,4,숭인동
종로센트레빌,2008,2018,2,8,"46,000",0,84.92,1,숭인동
세종로대우,1994,2018,2,7,"40,000",0,66.96,13,내수동
인왕산아이파크,2008,2018,2,1,"95,000",0,157.289,12,무악동
창신쌍용1,1992,2018,2,5,"32,000",0,79.87,2,창신동
인왕산아이파크,2008,2018,2,11,"20,000",125,84.858,17,무악동
종로유케이201,2013,2018,2,6,"1,000",50,12.01,10,숭인동
종로중흥S클래스,2013,2018,2,23,"12,075",0,19.466,7,숭인동
종로청계힐스테이트,2009,2018,3,26,"12,000",0,84.9478,6,숭인동
창신쌍용2,1993,2018,3,30,"31,500",0,79.87,5,창신동
창신쌍용1,1992,2018,3,17,"26,000",0,54.7,4,창신동
창신쌍용1,1992,2018,3,2,"10,000",60,54.7,12,창신동
창신쌍용1,1992,2018,3,17,"26,000",0,54.7,4,창신동
창신쌍용1,1992,2018,3,25,"32,000",0,79.87,9,창신동
종로청계힐스테이트,2009,2018,3,26,"39,000",0,59.9426,3,숭인동
두산,1999,2018,3,1,"5,000",120,59.95,22,창신동
종로센트레빌,2008,2018,3,8,"39,000",0,59.92,1,숭인동
낙원,1968,2018,3,17,"24,000",0,110.15,11,낙원동
효성쥬얼리시티,2006,2018,4,6,"20,000",170,141.04,19,인의동
아남2,1996,2018,4,25,"19,000",0,59.4,1,명륜2가
경희궁자이(3단지),2017,2018,4,30,"10,000",220,77.654,12,교남동
창신쌍용1,1992,2018,4,21,"37,000",0,106.62,12,창신동
경희궁자이(3단지),2017,2018,4,5,"86,000",0,84.614,17,교남동
창신쌍용2,1993,2018,4,9,"27,000",0,64.66,10,창신동
경희궁의아침4단지,2004,2018,4,5,"65,000",60,150.77,4,내수동
벽산블루밍평창힐스,2004,2018,4,12,"53,000",50,152.06,2,평창동
,1968,2018,4,2,"1,000",20,36.17,6,창신동
창신쌍용2,1993,2018,4,24,"31,000",0,79.87,15,창신동
숭인모범105동,2000,2018,5,24,"19,000",0,59.74,6,숭인동
숭인모범101동,2000,2018,5,23,"17,500",0,59.64,7,숭인동
경희궁자이(2단지),2017,2018,5,20,"70,000",0,84.934,3,교남동
창신쌍용1,1992,2018,5,12,"27,000",0,54.7,9,창신동
경희궁자이(3단지),2017,2018,5,16,"75,000",0,59.755,8,교남동
경희궁자이(2단지),2017,2018,5,14,"70,000",160,138.653,9,교남동
광화문스페이스본(106동),2008,2018,5,29,"110,000",0,163.33,12,사직동
삼성,1998,2018,5,14,"27,000",0,59.97,9,평창동
인왕산아이파크,2008,2018,5,29,"5,000",225,114.931,6,무악동
신문로맨션,1981,2018,5,23,"5,000",150,121.32,10,신문로1가
종로센트레빌,2008,2018,6,29,"15,000",110,84.92,9,숭인동
창신쌍용1,1992,2018,6,8,"27,000",0,54.7,4,창신동
인왕산아이파크,2008,2018,6,6,"50,000",85,114.931,13,무악동
창신쌍용1,1992,2018,6,20,"27,000",0,54.7,11,창신동
광화문스페이스본(101동~105동),2008,2018,6,22,"70,000",0,94.51,4,사직동
인왕산2차아이파크,2015,2018,6,16,"40,000",60,84.4924,14,무악동
대성스카이렉스,2008,2018,6,11,"3,000",305,137.55,14,견지동
광화문스페이스본(101동~105동),2008,2018,6,14,"65,500",0,108.07,10,사직동
동대문,1966,2018,6,18,"9,000",10,28.8,2,창신동
삼전솔하임4차,2014,2018,6,1,"10,500",0,15.09,17,숭인동
창신쌍용2,1993,2018,7,9,"36,000",0,115.53,11,창신동
창신쌍용1,1992,2018,7,10,"32,000",0,79.87,12,창신동
인왕산아이파크,2008,2018,7,14,"53,000",0,59.993,5,무악동
현대,2000,2018,7,17,"63,000",0,114.9,20,무악동
경희궁롯데캐슬,2019,2018,7,24,"72,000",0,84.8792,12,무악동
종로청계힐스테이트,2009,2018,7,3,"43,000",0,59.9426,5,숭인동
경희궁의아침2단지,2004,2018,7,27,"80,000",0,124.17,15,내수동
현대,2000,2018,7,26,"31,000",30,60,8,무악동
현대,2000,2018,7,17,"63,000",0,114.9,20,무악동
창신쌍용1,1992,2018,7,28,"27,000",0,54.7,12,창신동
창신쌍용2,1993,2018,8,11,"27,000",0,54.7,7,창신동
광화문스페이스본(101동~105동),2008,2018,8,27,"20,000",230,108.55,5,사직동
경희궁의아침2단지,2004,2018,8,27,"85,000",0,140.78,4,내수동
광화문스페이스본(101동~105동),2008,2018,8,24,"48,000",60,86.85,14,사직동
창신쌍용1,1992,2018,8,13,"28,000",0,54.7,8,창신동
광화문스페이스본(101동~105동),2008,2018,8,13,"20,000",215,94.51,8,사직동
창신쌍용1,1992,2018,8,21,"36,000",0,79.87,7,창신동
갑을아파트,1997,2018,8,17,"1,000",55,30.46,6,평창동
효성쥬얼리시티,2006,2018,8,21,"57,000",0,106.81,15,인의동
경희궁자이(2단지),2017,2018,8,3,"50,000",90,84.99,14,교남동
숭인한양LEEPS,2014,2018,9,7,"11,550",0,12.78,5,숭인동
종로청계힐스테이트,2009,2018,9,4,"42,000",0,59.9426,13,숭인동
아남1,1995,2018,9,20,"45,600",0,84.9,1,명륜2가
효성쥬얼리시티,2006,2018,9,15,"57,000",0,106.81,15,인의동
롯데미도파광화문빌딩,1981,2018,9,13,"28,000",0,65.82,9,당주동
삼성,1998,2018,9,10,"27,000",0,59.97,4,평창동
종로센트레빌,2008,2018,9,29,"41,000",0,59.92,7,숭인동
창신쌍용1,1992,2018,9,22,"35,000",0,79.87,5,창신동
그린,2002,2018,9,17,"17,800",0,45.27,3,창신동
방산아파트,1995,2018,9,11,"8,500",0,57.1,1,명륜1가
창신쌍용2,1993,2018,10,9,"28,000",0,64.66,6,창신동
현대,2000,2018,10,17,"65,000",0,114.9,8,무악동
창신쌍용2,1993,2018,10,5,"32,000",0,79.87,12,창신동
창신쌍용2,1993,2018,10,10,"32,000",0,79.87,2,창신동
창신쌍용1,1992,2018,10,3,"31,000",0,79.87,7,창신동
효성쥬얼리시티,2006,2018,10,23,"12,000",160,84.64,18,인의동
두산,1999,2018,10,20,"36,000",0,59.95,2,창신동
현대,2000,2018,10,5,"3,000",170,114.9,13,무악동
아남1,1995,2018,10,15,"62,000",0,84.9,15,명륜2가
창신쌍용1,1992,2018,10,29,"33,000",0,79.87,14,창신동
경희궁자이(1단지),2017,2018,11,28,"5,314",18,39.0561,4,행촌동
경희궁자이(1단지),2017,2018,11,27,"5,661",19,42.1289,10,행촌동
광화문스페이스본(101동~105동),2008,2018,11,2,"70,000",0,94.51,4,사직동
인왕산아이파크,2008,2018,11,12,"63,000",0,84.858,11,무악동
경희궁자이(3단지),2017,2018,11,2,"50,000",95,84.836,3,평동
창신쌍용2,1993,2018,11,29,"28,000",0,64.66,3,창신동
창신쌍용2,1993,2018,11,22,"17,000",30,64.66,5,창신동
운현신화타워,1998,2018,11,9,"25,000",0,47.61,15,익선동
오성,1997,2018,11,1,"13,000",0,56.96,5,숭인동
종로센트레빌,2008,2018,11,3,"48,000",0,84.92,4,숭인동
경희궁자이(2단지),2017,2018,12,14,"50,000",150,101.991,1,홍파동
경희궁자이(2단지),2017,2018,12,19,"17,000",200,84.614,9,홍파동
경희궁자이(2단지),2017,2018,12,31,"75,000",0,59.855,18,홍파동
대성스카이렉스,2008,2018,12,13,"90,000",0,149.8,7,견지동
창신쌍용2,1993,2018,12,22,"32,000",0,79.87,10,창신동
광화문스페이스본(101동~105동),2008,2018,12,31,"71,000",0,94.51,8,사직동
대성아파트,1971,2018,12,26,"28,000",0,94.94,3,행촌동
아남1,1995,2018,12,18,"45,000",25,84.9,1,명륜2가
창신쌍용1,1992,2018,12,4,"26,000",0,54.7,5,창신동
현대뜨레비앙,2003,2018,12,4,"14,000",0,28.1,8,익선동
인왕산아이파크,2008,2019,2,18,"25,000",100,84.858,3,무악동
현대,2000,2019,2,15,"50,000",0,84.92,4,무악동
종로센트레빌,2008,2019,2,26,"39,300",0,59.92,12,숭인동
종로센트레빌,2008,2019,2,23,"37,500",0,59.92,12,숭인동
숭인한양LEEPS,2014,2019,2,16,"2,000",50,12.78,11,숭인동
,2019,2019,2,26,"67,000",0,84.88,10,무악동
리치캐슬아파트,2003,2019,2,9,"26,000",0,61.35,4,명륜1가
,2019,2019,2,2,"50,000",0,84.88,3,무악동
,2019,2019,2,14,"45,000",0,84.88,5,무악동
두산,1999,2019,2,18,"10,000",120,84.9,16,창신동
,2019,2019,3,24,"48,000",0,84.88,5,무악동
경희궁자이(2단지),2017,2019,3,26,"70,000",0,84.944,2,홍파동
경희궁자이(3단지),2017,2019,3,15,"50,000",60,77.654,14,평동
경희궁자이(2단지),2017,2019,3,8,"70,000",0,84.836,8,홍파동
경희궁자이(3단지),2017,2019,3,30,"68,000",0,59.471,4,평동
종로센트레빌,2008,2019,3,3,"46,000",0,84.92,2,숭인동
경희궁자이(2단지),2017,2019,3,23,"70,000",0,84.907,19,홍파동
광화문스페이스본(101동~105동),2008,2019,3,27,"70,000",0,94.51,6,사직동
,2019,2019,3,1,"72,000",0,84.88,8,무악동
종로센트레빌,2008,2019,3,9,"38,500",0,59.92,12,숭인동
인왕산아이파크,2008,2019,4,20,"53,000",0,59.993,5,무악동
롯데낙천대,2001,2019,4,1,"40,000",0,84.82,3,평창동
롯데낙천대,2001,2019,4,5,"40,000",0,84.82,3,평창동
,2019,2019,4,5,"20,000",120,59.67,13,무악동
인왕산아이파크,2008,2019,4,24,"57,000",0,84.858,6,무악동
,2019,2019,4,2,"2,000",60,110.86,7,무악동
경희궁자이(2단지),2017,2019,4,13,"5,000",225,84.836,3,홍파동
신문로맨션,1981,2019,4,29,"18,000",50,81.28,9,신문로1가
방산아파트,1995,2019,4,16,"12,000",20,32.53,4,명륜1가
경희궁자이(2단지),2017,2019,4,9,"50,000",25,84.944,1,홍파동
종로청계힐스테이트,2009,2019,5,30,"50,000",0,84.9478,12,숭인동
아남1,1995,2019,5,3,"50,000",0,84.8,10,명륜2가
종로청계힐스테이트,2009,2019,5,20,"50,000",0,84.9478,7,숭인동
창신쌍용1,1992,2019,5,8,"26,000",0,54.7,10,창신동
현대,2000,2019,5,23,"10,000",90,60,12,무악동
방산아파트,1995,2019,5,14,"12,000",20,32.53,4,명륜1가
현대,2000,2019,5,24,"20,000",120,84.92,14,무악동
COZY빌딩,2013,2019,5,25,"8,000",0,15.306,10,숭인동
경희궁자이(3단지),2017,2019,5,3,"71,000",0,77.974,15,평동
창신쌍용2,1993,2019,5,9,"25,000",0,64.66,6,창신동
,2019,2019,6,21,"70,000",0,110.86,10,무악동
경희궁자이(3단지),2017,2019,6,22,"60,000",0,59.755,5,평동
인왕산아이파크,2008,2019,6,20,"56,000",0,84.858,3,무악동
경희궁자이(2단지),2017,2019,6,2,"40,000",70,59.855,7,홍파동
롯데낙천대,2001,2019,6,13,"40,000",0,87.27,7,평창동
크래스빌,2003,2019,6,26,"62,000",0,194.59,5,평창동
현대,2000,2019,6,22,"41,000",0,60,4,무악동
창신쌍용2,1993,2019,6,12,"25,000",0,54.7,5,창신동
무악다온채,2011,2019,6,11,"38,000",0,84.82,4,무악동
숭인모범103동,2000,2019,6,24,"17,000",0,59.74,3,숭인동
종로청계힐스테이트,2009,2019,7,8,"53,000",0,114.7153,7,숭인동
브라운스톤창신,2006,2019,7,11,"41,500",0,84.87,12,창신동
경희궁자이(2단지),2017,2019,7,1,"71,000",0,84.836,18,홍파동
광화문스페이스본(101동~105동),2008,2019,7,9,"73,000",100,159.01,11,사직동
인왕산아이파크,2008,2019,7,17,"60,000",0,84.858,7,무악동
갑을아파트,1997,2019,7,26,"11,000",0,30.46,5,평창동
경희궁자이(4단지),2017,2019,7,27,"15,000",95,37.2635,3,교북동
인왕산2차아이파크,2015,2019,7,27,"55,000",0,84.0284,9,무악동
갑을아파트,1997,2019,7,8,"10,000",0,32.56,7,평창동
창신쌍용1,1992,2019,7,1,"36,500",0,106.62,7,창신동
종로센트레빌,2008,2019,8,9,"20,000",65,59.92,7,숭인동
종로센트레빌,2008,2019,8,19,"45,000",0,84.92,9,숭인동
경희궁자이(4단지),2017,2019,8,31,"45,000",0,37.2635,7,교북동
광화문스페이스본(101동~105동),2008,2019,8,22,"70,000",0,94.51,3,사직동
동아,1995,2019,8,28,"16,000",40,59.98,1,교북동
효성쥬얼리시티,2006,2019,8,13,"48,000",0,84.98,18,인의동
경희궁자이(4단지),2017,2019,8,19,"40,000",30,45.879,7,교북동
경희궁자이(2단지),2017,2019,8,16,"75,000",0,84.944,21,홍파동
경희궁자이(4단지),2017,2019,8,19,"39,900",0,33.982,3,교북동
동대문,1966,2019,8,29,"10,000",0,28.8,6,창신동
경희궁자이(3단지),2017,2019,9,27,"80,000",0,84.836,12,평동
마운틴뷰,2019,2019,9,28,"37,000",0,76.66,6,구기동
두산,1999,2019,9,10,"5,000",120,59.95,23,창신동
효성쥬얼리시티,2006,2019,9,27,"56,000",0,98.39,7,인의동
대성아파트,1971,2019,9,30,"13,000",0,45.39,5,행촌동
현대,2000,2019,9,30,"38,000",0,60,8,무악동
종로센트레빌,2008,2019,9,18,"16,000",70,59.92,9,숭인동
인왕산아이파크,2008,2019,9,9,"50,000",0,84.858,9,무악동
인왕산아이파크,2008,2019,9,21,"50,000",85,114.931,13,무악동
종로동광모닝스카이,2013,2019,9,4,"12,000",0,15.855,16,숭인동
현대,2000,2019,10,12,"48,000",0,84.92,3,무악동
아남1,1995,2019,10,9,"47,000",0,84.9,1,명륜2가
현대뜨레비앙,2003,2019,10,28,"2,000",110,39.9,9,익선동
현대뜨레비앙,2003,2019,10,28,"2,000",110,39.9,9,익선동
아남2,1996,2019,10,18,"54,000",0,84.9,2,명륜2가
광화문스페이스본(101동~105동),2008,2019,10,2,"5,000",250,95.88,4,사직동
아남1,1995,2019,10,28,"10,000",160,84.9,14,명륜2가
효성쥬얼리시티,2006,2019,10,3,"61,000",0,103.62,7,인의동
명륜동주상복합아남아파트,1999,2019,10,28,"40,000",0,50.49,4,명륜2가
종로중흥S클래스,2013,2019,10,9,"1,000",55,17.811,6,숭인동
마운틴뷰,2019,2019,11,28,"37,000",0,73.39,3,구기동
마운틴뷰,2019,2019,11,28,"37,000",0,73.39,3,구기동
마운틴뷰,2019,2019,11,28,"37,000",0,73.39,3,구기동
현대,2000,2019,11,29,"20,000",100,84.92,9,무악동
경희궁자이(3단지),2017,2019,11,16,"60,000",40,59.855,11,평동
창신쌍용2,1993,2019,11,20,"4,000",80,79.87,4,창신동
종로청계힐스테이트,2009,2019,11,14,"42,000",0,59.9426,9,숭인동
종로청계힐스테이트,2009,2019,11,25,"47,000",0,114.7153,4,숭인동
종로유케이201,2013,2019,11,26,"1,000",45,12.09,9,숭인동
경희궁자이(4단지),2017,2019,11,29,"53,000",0,45.879,12,교북동
경희궁자이(4단지),2017,2019,12,7,"5,000",120,33.982,9,교북동
경희궁자이(2단지),2017,2019,12,28,"60,000",90,84.614,19,홍파동
창신쌍용1,1992,2019,12,24,"35,000",0,79.87,6,창신동
창신쌍용1,1992,2019,12,21,"34,000",0,79.87,3,창신동
아남1,1995,2019,12,9,"55,000",0,84.8,9,명륜2가
창신쌍용1,1992,2019,12,9,"32,000",0,79.87,12,창신동
포레스트힐시티,2017,2019,12,29,"6,000",60,16.672,13,효제동
종로청계힐스테이트,2009,2019,12,18,"50,000",0,84.9478,17,숭인동
경희궁자이(2단지),2017,2019,12,30,"30,000",120,59.855,2,홍파동
경희궁자이(2단지),2017,2019,12,28,"77,000",0,84.836,17,홍파동
삼성,1998,2020,2,22,"32,000",0,59.97,12,평창동
창신쌍용2,1993,2020,2,23,"26,000",0,64.66,1,창신동
인왕산아이파크,2008,2020,2,17,"41,000",25,59.993,16,무악동
효성쥬얼리시티,2006,2020,2,10,"50,000",0,84.64,11,인의동
창신쌍용2,1993,2020,2,29,"10,000",100,79.87,13,창신동
경희궁자이(4단지),2017,2020,2,29,"45,000",0,37.2635,7,교북동
포레스트힐시티,2017,2020,2,22,"1,000",86,20.5523,12,효제동
창신쌍용2,1993,2020,2,29,"25,500",0,54.7,7,창신동
아남1,1995,2020,2,20,"20,000",120,84.8,13,명륜2가
삼전솔하임4차,2014,2020,2,24,"3,000",40,15.09,14,숭인동
숭인모범101동,2000,2020,3,5,"17,000",0,59.64,6,숭인동
두산,1999,2020,3,23,"37,000",0,59.95,18,창신동
경희궁파크팰리스,2003,2020,3,25,"5,000",250,117.26,9,내수동
경희궁자이(4단지),2017,2020,3,28,"45,000",0,37.2635,8,교북동
경희궁자이(3단지),2017,2020,3,21,"60,000",80,77.654,1,평동
인왕산아이파크,2008,2020,3,28,"56,000",0,84.858,3,무악동
종로센트레빌,2008,2020,3,9,"40,000",0,59.92,3,숭인동
창신쌍용2,1993,2020,3,7,"25,000",0,54.7,12,창신동
종로센트레빌,2008,2020,3,2,"25,000",60,84.92,6,숭인동
명륜동주상복합아남아파트,1999,2020,3,25,"35,000",0,59.36,2,명륜2가
종로센트레빌,2008,2020,4,25,"20,000",60,59.92,3,숭인동
종로중흥S클래스,2013,2020,4,25,"3,000",50,19.466,11,숭인동
종로청계힐스테이트,2009,2020,4,7,"42,000",0,59.9426,11,숭인동
세종,1983,2020,4,18,"35,000",0,91.68,4,당주동
현대뜨레비앙,2003,2020,4,30,"1,000",100,48.54,3,익선동
종로중흥S클래스,2013,2020,4,25,"3,000",50,19.466,11,숭인동
경희궁자이(1단지),2017,2020,4,23,"5,661",19,42.1289,16,행촌동
갑을아파트,1997,2020,4,15,"1,000",60,32.54,11,평창동
영하우스,2015,2020,4,1,"4,940",37,22.32,11,숭인동
경희궁자이(4단지),2017,2020,4,2,"5,000",170,45.879,19,교북동
창신쌍용1,1992,2020,5,11,"30,500",0,54.7,2,창신동
창신쌍용2,1993,2020,5,29,"27,000",0,64.66,6,창신동
광화문스페이스본(101동~105동),2008,2020,5,8,"75,000",0,94.51,1,사직동
삼성,1998,2020,5,23,"36,000",0,84.93,11,평창동
삼성,1998,2020,5,23,"38,000",0,84.93,3,평창동
