년도,월,일,시간,측정지점,소음도,비고
2019,3,28,12,성수동,76.2,
2019,3,28,13,성수동,74.6,
2019,3,28,14,성수동,74.6,
2019,3,28,15,성수동,75.0,
2019,3,28,16,성수동,74.7,
2019,3,28,17,성수동,75.1,
2019,3,28,18,성수동,75.1,
2019,3,28,19,성수동,75.3,
2019,3,28,20,성수동,75.4,
2019,3,28,21,성수동,74.5,
2019,3,28,22,성수동,73.8,
2019,3,28,23,성수동,73.6,
2019,3,28,24,성수동,76.0,
2019,3,29,1,성수동,71.5,
2019,3,29,2,성수동,74.0,
2019,3,29,3,성수동,71.7,
2019,3,29,4,성수동,68.9,
2019,3,29,5,성수동,69.8,
2019,3,29,6,성수동,71.4,
2019,3,29,7,성수동,73.7,
2019,3,29,8,성수동,75.3,
2019,3,29,9,성수동,74.9,
2019,3,29,10,성수동,75.0,
2019,3,29,11,성수동,74.5,
2019,3,29,12,성수동,74.9,
2019,3,29,13,성수동,74.7,
2019,3,29,14,성수동,75.5,
2019,3,29,15,성수동,76.3,
2019,3,29,16,성수동,75.1,
2019,3,29,17,성수동,74.2,
2019,3,29,18,성수동,75.1,
2019,3,29,19,성수동,73.1,
2019,3,29,20,성수동,73.8,
2019,3,29,21,성수동,74.4,
2019,3,29,22,성수동,75.1,
2019,3,29,23,성수동,75.1,
2019,3,29,24,성수동,73.9,
2019,3,30,1,성수동,73.5,
2019,3,30,2,성수동,74.2,
2019,3,30,3,성수동,74.0,
2019,3,30,4,성수동,72.7,
2019,3,30,5,성수동,72.1,
2019,3,30,6,성수동,73.1,
2019,3,30,7,성수동,74.2,
2019,3,30,8,성수동,74.6,
2019,3,30,9,성수동,76.0,
2019,3,30,10,성수동,76.0,
2019,3,30,11,성수동,75.7,
2019,3,30,12,성수동,76.0,
2019,3,30,13,성수동,75.6,
2019,3,30,14,성수동,76.5,
2019,3,30,15,성수동,77.9,
2019,3,30,16,성수동,76.4,
2019,3,30,17,성수동,76.6,
2019,3,30,18,성수동,76.8,
2019,3,30,19,성수동,76.6,
2019,3,30,20,성수동,75.4,
2019,3,30,21,성수동,74.6,
2019,3,30,22,성수동,74.6,
2019,3,30,23,성수동,74.5,
2019,3,30,24,성수동,73.0,
2019,3,31,1,성수동,73.1,
2019,3,31,2,성수동,71.6,
2019,3,31,3,성수동,70.7,
2019,3,31,4,성수동,70.3,
2019,3,31,5,성수동,69.5,
2019,3,31,6,성수동,70.1,
2019,3,31,7,성수동,71.3,
2019,3,31,8,성수동,72.5,
2019,3,31,9,성수동,73.7,
2019,3,31,10,성수동,75.1,
2019,3,31,11,성수동,76.0,
2019,3,31,12,성수동,75.1,
2019,3,31,13,성수동,76.5,
2019,3,31,14,성수동,75.5,
2019,3,31,15,성수동,75.1,
2019,3,31,16,성수동,74.6,
2019,3,31,17,성수동,74.9,
2019,3,31,18,성수동,74.3,
2019,3,31,19,성수동,74.4,
2019,3,31,20,성수동,73.6,
2019,3,31,21,성수동,73.8,
2019,3,31,22,성수동,73.6,
2019,3,31,23,성수동,72.7,
2019,3,31,24,성수동,71.3,
